file,original_name_pred,best_match,confidence,reason,file_norm,original_name_norm,best_match_norm,oem_file,oem_ns,oem_brand,original_var_iri,original_name_truth,unit,canonical_id,domain,namespace,vendor,oem_file_norm,canonical_id_norm,is_correct
OEML_OEM,PropDiameter_m,D_m,0.63,"D_m represents propeller diameter in meters, matching the variable's meaning, unit, and domain.",oeml_oem,propdiameter_m,d_m,OEML_OEM.ttl,oeml,Vectra Nautics,oeml:Var05,PropDiameter_m,unit:M,D_m,prop:Propeller,,,oeml_oem,d_m,True
OEML_OEM,SeaInletChest_Vol,seaChestVolume_m3,0.6099211573600769,Auto-picked by adjusted similarity margin,oeml_oem,seainletchest_vol,seachestvolume_m3,OEML_OEM.ttl,oeml,Vectra Nautics,oeml:Var06,SeaInletChest_Vol,unit:M3,seaChestVolume_m3,eng:CoolingWaterInletChest,,,oeml_oem,seachestvolume_m3,True
OEML_OEM,V_rudder_kn,,0.0,None of the candidates clearly represent a rudder force or load in kN; closest matches are for speed or unrelated forces.,oeml_oem,v_rudder_kn,,OEML_OEM.ttl,oeml,Vectra Nautics,oeml:Var07,V_rudder_kn,unit:Knot,rudderDesignSpeed_kn,prop:RudderAndSteeringSystem,,,oeml_oem,rudderdesignspeed_kn,False
OEML_OEM,expAreaRatio,EAR,0.5,Auto-picked by adjusted similarity margin,oeml_oem,exparearatio,ear,OEML_OEM.ttl,oeml,Vectra Nautics,oeml:Var08,expAreaRatio,,EAR,prop:Propeller,,,oeml_oem,ear,True
OEML_OEM,Q_resp_kNm,Qr_kNm,0.58,"Both represent response torque in kNm; 'Qr_kNm' is explicitly described as design response torque, matching the variable name and unit.",oeml_oem,q_resp_knm,qr_knm,OEML_OEM.ttl,oeml,Vectra Nautics,oeml:Var09,Q_resp_kNm,unit:KiloN-M,Qr_kNm,prop:ShaftingSystem,,,oeml_oem,qr_knm,True
OEMM_OEM,PwEng_MCR,,0.0,Low similarity (0.43 < 0.45),oemm_oem,pweng_mcr,,OEMM_OEM.ttl,,,oemm:Var01,PwEng_MCR,unit:KiloW,mcrPower_kW,eng:PrimeMover,oemm,Maritech Systems,oemm_oem,mcrpower_kw,False
OEMM_OEM,QdrvMx,,0.0,Low similarity (0.36 < 0.45),oemm_oem,qdrvmx,,OEMM_OEM.ttl,,,oemm:Var02,QdrvMx,unit:KiloN-M,qEmax_kNm,eng:PrimeMover,oemm,Maritech Systems,oemm_oem,qemax_knm,False
OEMM_OEM,SeaChtVlm,,0.0,Low similarity (0.40 < 0.45),oemm_oem,seachtvlm,,OEMM_OEM.ttl,,,oemm:Var03,SeaChtVlm,unit:M3,seaChestVolume_m3,eng:CoolingWaterInletChest,oemm,Maritech Systems,oemm_oem,seachestvolume_m3,False
OEMM_OEM,AirCap_nm3,airReceiverCapacity_Nm3,0.5301991701126099,Auto-picked by adjusted similarity margin,oemm_oem,aircap_nm3,airreceivercapacity_nm3,OEMM_OEM.ttl,,,oemm:Var04,AirCap_nm3,unit:M3,airReceiverCapacity_Nm3,eng:StartingSystem,oemm,Maritech Systems,oemm_oem,airreceivercapacity_nm3,True
OEMM_OEM,PaintThickness_um,lipThickness_mm,0.5,Auto-picked by adjusted similarity margin,oemm_oem,paintthickness_um,lipthickness_mm,OEMM_OEM.ttl,,,oemm:Var05,PaintThickness_um,unit:MM,,,oemm,Maritech Systems,oemm_oem,,False
OEMN_OEM,Nnom_rpm,nn_rpm,0.56,"Both refer to nominal rotational speed in rpm, likely for a propeller at MCR; unit and meaning align best among candidates.",oemn_oem,nnom_rpm,nn_rpm,OEMN_OEM.ttl,,,oemn:Var01,Nnom_rpm,unit:REV-PER-MIN,nn_rpm,prop:Propeller,oemn,PolarMarine Ltd,oemn_oem,nn_rpm,True
OEMN_OEM,Dprop_m,D_m,0.6078088283538818,Auto-picked by adjusted similarity margin,oemn_oem,dprop_m,d_m,OEMN_OEM.ttl,,,oemn:Var02,Dprop_m,unit:M,D_m,prop:Propeller,oemn,PolarMarine Ltd,oemn_oem,d_m,True
OEMN_OEM,ExpA_Ratio,EAR,0.5,Auto-picked by adjusted similarity margin,oemn_oem,expa_ratio,ear,OEMN_OEM.ttl,,,oemn:Var03,ExpA_Ratio,,EAR,prop:Propeller,oemn,PolarMarine Ltd,oemn_oem,ear,True
OEMN_OEM,F_fwdBlade_kN,Ff_kN,0.56,"Ff_kN represents the max forward blade force, matching the variable name, unit, and propeller domain.",oemn_oem,f_fwdblade_kn,ff_kn,OEMN_OEM.ttl,,,oemn:Var04,F_fwdBlade_kN,unit:KiloN,Ff_kN,prop:Propeller,oemn,PolarMarine Ltd,oemn_oem,ff_kn,True
OEMN_OEM,CabTemp_degC,,0.0,Rejected by OOD keyword gate,oemn_oem,cabtemp_degc,,OEMN_OEM.ttl,,,oemn:Var05,CabTemp_degC,unit:DEG,,,oemn,PolarMarine Ltd,oemn_oem,,True
OEMO_OEM,Nnom_rpm,nn_rpm,0.56,"The candidate 'nn_rpm' describes nominal speed at MCR in rpm, matching the variable's meaning, unit, and likely domain (propeller/rotational speed).",oemo_oem,nnom_rpm,nn_rpm,,,,,,,,,,,,,False
OEMO_OEM,Dprop_m,D_m,0.6077770590782166,Auto-picked by adjusted similarity margin,oemo_oem,dprop_m,d_m,,,,,,,,,,,,,False
OEMO_OEM,ExpA_Ratio,EAR,0.5,Auto-picked by adjusted similarity margin,oemo_oem,expa_ratio,ear,,,,,,,,,,,,,False
OEMO_OEM,F_fwdBlade_kN,Ff_kN,0.56,"Ff_kN represents max forward blade force, matching the variable's name, direction, unit, and propeller domain.",oemo_oem,f_fwdblade_kn,ff_kn,,,,,,,,,,,,,False
OEMO_OEM,CabTemp_degC,,0.0,Rejected by OOD keyword gate,oemo_oem,cabtemp_degc,,,,,,,,,,,,,,False
OEMP_OEM,PktDropRate_pct,,0.0,Rejected by OOD keyword gate,oemp_oem,pktdroprate_pct,,,,,,,,,,,,,,False
OEMP_OEM,CalibOffset_val,,0.0,Low similarity (0.32 < 0.45),oemp_oem,caliboffset_val,,,,,,,,,,,,,,False
OEMP_OEM,PLCscan_ms,,0.0,Rejected by OOD keyword gate,oemp_oem,plcscan_ms,,,,,,,,,,,,,,False
OEMP_OEM,VibAlarmFlag,,0.0,Rejected by OOD keyword gate,oemp_oem,vibalarmflag,,,,,,,,,,,,,,False
OEMP_OEM,FW_Checksum,,0.0,Rejected by OOD keyword gate,oemp_oem,fw_checksum,,,,,,,,,,,,,,False
OEMP_OEM,MemTemp_degC,,0.0,Rejected by OOD keyword gate,oemp_oem,memtemp_degc,,,,,,,,,,,,,,False
OEMP_OEM,DbgVar_X1,,0.0,Rejected by OOD keyword gate,oemp_oem,dbgvar_x1,,,,,,,,,,,,,,False
